義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
,落眠,熟睡、沉睡。,,失眠,夜晚不能自然入睡。
,落眠,熟睡、沉睡。,,無眠,睡眠不足。
,落衰,走背運、走霉運。,,出運,運氣由壞轉好。
,落衰,走背運、走霉運。,,好運,運氣好。
,落衰,走背運、走霉運。,,轉氣,手氣變好。
,落崎,下坡。,,上崎,上坡。
,落軟,軟化、緩和。強硬或倔強的態度變緩和。,,強硬,態度堅決，不肯退讓。
,落價,降價、減價。,,起價,漲價。物價上揚。
,落魄,失意潦倒的樣子。,,囂俳,囂張。形容人的行為舉止放肆傲慢。
,解酒,醒酒。消解酒醉的狀態。,,酒醉,喝酒過量因而神志不清。
,解散,叫集合的人分散開。,,集中,集合、匯聚在一起。
,解散,叫集合的人分散開。,,集合,會合、聚在一起。
,解散,叫集合的人分散開。,,會合,照約定好的時間及地點彼此聚會、集合。
,賊仔,小偷、竊賊。,,警察,依法維持公共秩序，保護社會安寧的治安人員。
,跤仔,嘍囉、部下。小角色、跑腿的。,,頭兄,首腦人物。
,遐,那、那裡。,,遮,這、這裡。
,道士,民間一般分烏頭道士及紅頭道士。烏頭道士頭包烏網巾，戴道冠，穿道袍，腳穿普通鞋及朝鞋；而紅頭道士則頭包紅巾戴額帽，身穿普通衣，腰圍白裙，腳則赤足。一般紅頭道士是度生的，即為活人驅邪押煞、禳星補運；而烏頭道士除了度生外，也兼度死，為死人做功德超度亡魂。,,先生媽,巫婆。稱呼道教中從事各種儀式、代人祈禱、求鬼神賜福、解決問題的女性。
,違反,違背。,,順從,遵從、依從。
,較早,以往、以前。,,後日仔,日後、以後、將來。未來的日子。
,農村,農民聚居的村落。,,城市,都市。人口集中，工商業發達，居民多為外來人口，通常是周圍地區的經濟、政治、文化及流行中心。
,過時,退流行，不合時宜。,,流行,時興。盛行於當時。
,過時,退流行，不合時宜。,,時行,流行、時髦。
,過氣,斷氣。死亡。,,活,生存。
,遐爾仔,那麼。,,遮爾仔,這麼、這般。
,過頭,過度、過分。超越適當的限度。,,站節,分寸。
,過頭,過度、過分。超越適當的限度。,,節制,限制不使過度。
,過頭,過度、過分。超越適當的限度。,,撙節,節制。
,過謙,過於謙虛。,,聳勢,威風，有時略帶貶義。
,零星,零數、零碎、零錢。,,大張的,特指大鈔。指千元以上，大面額大的鈔票。
,實,裝滿、塞滿的樣子。,,櫳,稀疏的。
,實,真的。,,假,不真實的、虛偽的。
,實,真的。,,虛,不實的、假的。
,實腹,內部紮實不空心的。,,空殼,空心不實的。
,實腹,內部紮實不空心的。,,冇心,質地鬆散不結實。
,慢,速度遲緩。,,緊,快、迅速。
,慢車,速度比較慢或停站次數較多的火車。,,快車,加快行駛速度或是減少停靠站以節省行車時程的火車或公共汽車。
,慢性,性情不急躁。,,急性,性情急躁。
,慢性,時間長的、耐久的。,,急性,變化急劇的。
,慷慨,大方而不吝嗇。,,㾀屎,器量狹小，用度過分節儉。吝嗇，不大方。
,慢慢仔,緩緩地、緩慢地。,,趕緊,加快動作的速度。
,暝,夜、晚。,,日時,白天。
,滿四界,處處、遍地。到處都是。,,無半絲,全無。一點兒也沒有，是加重語氣的用法。
,滿四界,處處、遍地。到處都是。,,無半項,一樣東西都沒有。引申指人一無所知、一無是處、無能的樣子。
,漖,含水分多的、被水分稀釋的。,,洘,液體濃、稠。
,漚色,顏色灰暗。,,豔色,顏色豔麗。
,漚色,顏色灰暗。,,花血,花俏豔麗。
,漢醫,中醫。,,西醫,採用西洋醫術的醫生或醫療方法。
,漢藥,中藥。中醫所用的藥物。,,西藥,西醫所用的藥品，通常多為合成方法製成。
,漢藥店,中藥鋪。中醫診治疾病和販賣中藥材的地方。,,西藥房,販賣西洋藥物的商店。
,精光,精明。頭腦聰明，做事仔細。,,糊塗,指腦筋不清楚，做事情忘東忘西，或是不明事理。
,精光,精明。頭腦聰明，做事仔細。,,見天,迷糊、漫不經心。
,精肉,瘦肉。,,白肉,肥肉。
,精肉,瘦肉。,,肥肉,多脂肪質的肉類。
,種作,栽種、種植。,,臭生荒,荒置、廢棄任其荒涼。
,算袂和,划不來。不合算、不值得。,,算會和,划算、划得來。
,算袂和,划不來。不合算、不值得。,,會和,划算。
,精通,因深入研究而貫通。,,袂曉,不會、不懂。
,緊,快、迅速。,,慢,速度遲緩。
,罰,懲處。,,賞,獎勵。
,緊手,快手。形容人手腳俐落，做事敏捷。,,慢手,慢吞吞、動作遲緩。
,緊手,快手。形容人手腳俐落，做事敏捷。,,慢鈍,遲鈍、慢吞吞。
,緊手,快手。形容人手腳俐落，做事敏捷。,,鈍跤鈍手,笨手笨腳。形容動作或手腳不靈活。
,蝕本,虧本。虧損賠錢。,,省本,節省成本。
,趕緊,加快動作的速度。,,勻勻仔,慢慢地、謹慎小心地。
,趕緊,加快動作的速度。,,沓沓仔,慢慢地。
,趕緊,加快動作的速度。,,聊聊仔,慢慢地、謹慎小心地。
,趕緊,加快動作的速度。,,慢慢仔,緩緩地、緩慢地。
,趕緊,加快動作的速度。,,寬寬仔,慢慢地。
,趕緊,急迫、匆忙。,,沓沓仔,慢慢地。
,趕緊,急迫、匆忙。,,勻聊仔,慢慢地、謹慎小心地。
,賒數,賒帳。商業交易時先取得商品，日後再付款。,,還數,還債。償還所積欠的債款。
,賒數,賒帳。商業交易時先取得商品，日後再付款。,,現交關,現金交易。
,認輸,承認失敗。,,跋臭,耍賴、賴皮。原意是賭博時，眼看自己就要輸了，就使手段讓賭局破局，引申為沒風度，拖優勢方下水，讓大家都成為輸家。
,認錯,承認自己的過失。,,死毋坐認,執意不肯承認錯誤。
,遠,時間、空間的距離大，或是血統、交情等關係不近。,,近,指時間、地點、血統、關係等方面距離不遠的。
,遠,時間、空間的距離大，或是血統、交情等關係不近。,,近,指時間、地點、血統、關係等方面距離不遠的。
,酷刑,殘忍、心狠手辣。,,仁慈,和善、善良。慈悲，寬大慈善。
,踅神,神情恍惚的樣子。,,有神,形容有神采、精神飽滿。
,踅神,神情恍惚的樣子。,,精英,有元氣、有活力。
,輕視,歧視、看不起。用不公平的眼光、角度看待別人。,,看重,重視、著重。
,輕視,歧視、看不起。用不公平的眼光、角度看待別人。,,重視,注重。特別注意。
,遠親,血統關係較為疏遠的親戚。,,近親,血緣較近的親屬。
,輕聲細說,輕聲細語。指說話聲音細小。,,牛聲馬喉,大聲吆喝。
,輕鬆,形容精神或生理上的感受既舒緩又沒有壓力。,,沉重,形容病勢嚴重或壓力、負擔很大。
,輕鬆,形容精神或生理上的感受既舒緩又沒有壓力。,,辛苦,辛勞。形容身心勞累。
,輕鬆,形容精神或生理上的感受既舒緩又沒有壓力。,,艱苦,艱難、痛苦。
,領受,接受。收受、接納。,,拒絕,拒退斷絕，不接受。
,領受,接受。收受、接納。,,謝絕,委婉地推辭拒絕。
,頕頭,點頭。頭上下微動，以表示允諾、贊許、領會等意思。,,搖頭,頭向左右擺動，通常用來表示拒絕、否定、阻止或不以為然的意思。
,頕頭,點頭。頭上下微動，以表示允諾、贊許、領會等意思。,,幌頭,搖頭。
,頕頭,點頭。頭上下微動，以表示允諾、贊許、領會等意思。,,幌頭,引申指不欣賞、不贊同、沒指望等。
,儉儉仔用,節用、節儉、節省。,,匪類,指人任意蹧蹋物資，不加節制。
,儉儉仔用,節用、節儉、節省。,,浪費,沒有節制、無益的耗費。
,儉儉仔用,節用、節儉、節省。,,討債,浪費、蹧蹋。沒有節制、無益的耗費。
,屧貼,指東西放得整齊且密實。,,散掖掖,散亂。
,寬寬仔,慢慢地。,,趕緊,加快動作的速度。
,撙節,節制。,,超過,過分。超越適當的分量。
,撙節,節制。,,過頭,過度、過分。超越適當的限度。
,憂頭苦面,愁眉苦臉。眉頭緊皺，苦喪著臉。形容憂傷、愁苦的神色。,,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。
,憂頭苦面,愁眉苦臉。眉頭緊皺，苦喪著臉。形容憂傷、愁苦的神色。,,歡頭喜面,歡天喜地。臉上洋溢著非常高興的表情。
,憂頭苦面,愁眉苦臉。眉頭緊皺，苦喪著臉。形容憂傷、愁苦的神色。,,喙笑目笑,笑容可掬、眉開眼笑。
,憂頭結面,愁眉苦臉。形容憂傷、愁苦的神色。,,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。
,憂頭結面,愁眉苦臉。形容憂傷、愁苦的神色。,,歡頭喜面,歡天喜地。臉上洋溢著非常高興的表情。
,憂頭結面,愁眉苦臉。形容憂傷、愁苦的神色。,,喙笑目笑,笑容可掬、眉開眼笑。
,數想,妄想。荒誕或非份的想法。,,免數想,休想、甭想。
,樂暢,歡喜、愉快。,,袂爽,心中感到不舒暢。
,樂觀,對人生或一切事物的發展充滿信心和希望的生活態度。,,悲觀,沮喪或負面的人生態度。
,樓仔厝,樓房。兩層或兩層以上的房子。,,低厝仔,簡陋又低矮的房子。
,樓仔厝,樓房。兩層或兩層以上的房子。,,平階,平房。
,樓頂,樓上。,,樓跤,樓下。
,樓跤,樓下。,,樓頂,樓上。
,熟,食物加熱到可以吃的程度。,,生,沒有煮熟的。
,熟,指農作物或蔬果已經長成到可以收成的程度。,,生,東西還沒成熟。
,熟手,對於某種事物專精熟練的人。,,生猴,生手、新手。指剛進職場，對某種事務的經驗或技術不純熟的人。
,熟似,熟識。素來認識。,,生份,陌生。沒見過的、不認識的或不熟悉的。
,熟似,熟識。素來認識。,,生疏,陌生、不熟悉。
,熟似人,熟人。認識、熟識的人。,,生份人,陌生人。完全不認識的人。
,熟鐵,鍛鐵。經過冶鍊以減少含碳量的鐵。,,生鐵,生鐵、鑄鐵。含鐵的礦石，經鼓風爐冶鍊，所得到的粗鐵。含碳量較高，性質既硬且脆。可繼續鍛鍊，除去碳和雜質，來製造熟鐵或鋼等。
,熱,因為大氣溫度高於人體體溫而產生的感覺。,,冷,寒、涼、溫度低。
,熱,因為大氣溫度高於人體體溫而產生的感覺。,,寒,一般指氣候上的冷。
,熱人,夏天。一年四季中的第二季。,,冬天,一年四季中最後一個季節，氣候寒冷。
,熱人,夏天。一年四季中的第二季。,,寒人,冬天。
,熱人,夏天。一年四季中的第二季。,,寒天,冬天。一年四季中最後一個季節，氣候寒冷。
,熱天,夏天。一年四季中的第二個季節，一般而言氣候較熱。,,冬天,一年四季中最後一個季節，氣候寒冷。
,熱天,夏天。一年四季中的第二個季節，一般而言氣候較熱。,,寒人,冬天。
,熱天,夏天。一年四季中的第二個季節，一般而言氣候較熱。,,寒天,冬天。一年四季中最後一個季節，氣候寒冷。
,瘦肉,瘦肉、精肉。,,白肉,肥肉。
,瘦肉,瘦肉、精肉。,,肥肉,多脂肪質的肉類。
,瘦卑巴,瘦巴巴、瘦骨如柴。,,圓棍棍,身材胖胖的樣子。
,熱嗽,熱咳。一般人認為咳嗽無痰即為熱咳。通常熱咳者會口乾、喉癢、痰少，但痰黃且濃稠，嚴重時還會呈現黃綠色。,,冷嗽,因風寒引起的咳嗽，患者的痰多是白色而且稀薄，流出鼻涕也如清水。
,窮,貧乏、貧困。,,富,充裕的財產、財物。
,窮,貧乏、貧困。,,富,充裕的財產、財物。
,罵,向別人說粗話、重話以示侮辱或責備。,,呵咾,讚美、表揚。
,罵,向別人說粗話、重話以示侮辱或責備。,,褒,稱讚、恭維。
,罵,向別人說粗話、重話以示侮辱或責備。,,呵咾,讚美、表揚。
,罵,向別人說粗話、重話以示侮辱或責備。,,褒,稱讚、恭維。
,糊塗,指腦筋不清楚，做事情忘東忘西，或是不明事理。,,精光,精明。頭腦聰明，做事仔細。
,褒,稱讚、恭維。,,責備,批評指責。
,褒,稱讚、恭維。,,貶,批評。
,褒,稱讚、恭維。,,罵,向別人說粗話、重話以示侮辱或責備。
,褒,稱讚、恭維。,,罵,向別人說粗話、重話以示侮辱或責備。
,褒,稱讚、恭維。,,譴責,責備。
,衝動,不加思索、感情用事。,,冷靜,沉著、理智，不感情用事。
,褒嗦,恭維。用正面、肯定的言語對別人稱讚、誇獎。,,體剔,責備、責罵。
,複雜,事物繁複不單純。,,單純,形容人或事物簡單而不複雜。
,賞,獎勵。,,罰,懲處。
,賣,出售貨品、財物或勞力以換取金錢。,,買,使用金錢購物。
,賣,出售貨品、財物或勞力以換取金錢。,,買,使用金錢購物。
,賤,指人生性好動，喜歡擺弄任何能夠接觸到的東西。,,恬靜,文靜。
,賤,地位卑下的。,,貴,令人尊崇的。
,賠錢,賠償金錢。,,趁錢,賺錢。
,遮,這、這裡。,,遐,那、那裡。
,遮閘,遮掩。遮蔽、掩蔽。,,出破,不該讓人知道的事情被發現或揭發。
,遮爾仔,這麼、這般。,,遐爾仔,那麼。
,遮瞞,隱瞞。把真相遮掩隱瞞起來不讓人知道。,,出破,不該讓人知道的事情被發現或揭發。
,靠俗,不拘禮節、不拘小節。比喻人的交情熟稔而不拘守無關大體的細節。,,拘束,拘謹、不活潑。
